mca_registration,gstin,cin,iso_certification,pan_number,tan_number,msme_registration,shop_license,import_export_code,professional_tax,website_quality,domain_age,ssl_certificate,linkedin_profile,glassdoor_reviews,employee_count,turnover,contact_number,office_address,epf_registration,website_quality_dup,email_domain,linkedin_activity,scam_reports,job_platform,salary_realism,upfront_payment,description_quality,interview_process,comm_channels,has_company_logo,has_questions,social_media,employee_reviews,physical_address,epf_registration_dup,fssai_license,sebi_approval,description,fraudulent
No,None,Yes,No,No,No,None,None,No,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Outlook,Inactive,None,Naukri,Realistic,Yes,Poor,None,WhatsApp,Yes,Has Questions,Active,None,None,No,Yes,None,Hiring marketing executive with good comm skills and sales experience,0
None,None,None,No,No,None,Yes,Yes,None,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Gmail,Active,None,Indeed,Low,Yes,Poor,Phone,Email,Yes,Has Questions,Inactive,Negative,None,Yes,Yes,None,Frontend developer required - html css js,0
No,Yes,No,Yes,None,Yes,Yes,None,None,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Gmail,Active,Many,LinkedIn,Realistic,Yes,Average,In-Person,WhatsApp,Yes,Has Questions,Inactive,None,Present,No,Yes,No,Hiring marketing executive with good comm skills and sales experience,0
No,None,No,No,None,No,Yes,No,Yes,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Outlook,Inactive,Many,WhatsApp,Realistic,Yes,Good,Video,Call,Yes,Has Questions,Active,None,Present,No,None,None,Job opening in finance. CA preferred. Salary competitive,1
Yes,None,No,Yes,None,None,No,No,Yes,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Company Domain,Inactive,Few,Naukri,Realistic,Yes,Good,Video,Telegram,No,Has Questions,Active,None,Present,Yes,None,None,Hiring marketing executive with good comm skills and sales experience,1
None,None,No,Yes,No,No,No,Yes,Yes,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Company Domain,Active,Many,Naukri,High,No,Good,Video,WhatsApp,Yes,Has Questions,Inactive,None,Present,No,No,No,Looking for software engineer with 2+ years experience in python and django,1
Yes,No,Yes,No,None,None,Yes,No,None,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Gmail,Active,Few,Telegram,High,No,Average,Video,Email,Yes,Has Questions,Active,Positive,Present,No,Yes,No,Job opening in finance. CA preferred. Salary competitive,1
No,No,No,None,None,No,Yes,Yes,No,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Company Domain,Inactive,Few,Indeed,Realistic,Yes,Good,Video,WhatsApp,Yes,Has Questions,Active,Negative,None,Yes,Yes,None,Looking for software engineer with 2+ years experience in python and django,1
Yes,No,Yes,None,None,None,Yes,Yes,Yes,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Gmail,Inactive,None,WhatsApp,Low,No,Poor,None,WhatsApp,No,Has Questions,Inactive,Negative,None,No,Yes,None,Frontend developer required - html css js,1
No,No,None,None,No,No,No,Yes,None,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Yahoo,Inactive,Many,Naukri,High,Yes,Poor,In-Person,Email,Yes,Has Questions,Inactive,Positive,Present,No,None,None,Urgent requirement for developer. Apply now with resume,1
No,Yes,None,No,No,None,Yes,No,None,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Gmail,Active,Many,Indeed,High,No,Average,None,Email,No,Has Questions,Active,Negative,None,No,Yes,No,Hiring marketing executive with good comm skills and sales experience,1
No,None,Yes,None,None,Yes,Yes,Yes,None,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Company Domain,Inactive,None,Telegram,Low,No,Good,None,Telegram,No,Has Questions,Inactive,Negative,Present,No,None,No,Looking for software engineer with 2+ years experience in python and django,1
None,None,None,Yes,No,No,None,No,No,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Company Domain,Active,Many,WhatsApp,Low,Yes,Average,Video,WhatsApp,Yes,Has Questions,Active,Negative,Present,No,Yes,Yes,Urgent requirement for developer. Apply now with resume,0
Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Yahoo,Active,None,Indeed,High,No,Good,Video,Email,Yes,Has Questions,Active,Negative,None,Yes,None,No,Job opening in finance. CA preferred. Salary competitive,1
Yes,None,Yes,No,Yes,None,None,Yes,None,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Outlook,Active,Few,Telegram,Realistic,No,Average,None,Telegram,Yes,Has Questions,Active,None,Present,No,None,None,Urgent requirement for developer. Apply now with resume,0
No,Yes,No,None,Yes,No,None,No,Yes,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Outlook,Active,Many,Naukri,Realistic,Yes,Good,In-Person,WhatsApp,No,Has Questions,Inactive,Positive,Present,Yes,None,Yes,Urgent requirement for developer. Apply now with resume,0
Yes,None,Yes,Yes,No,No,No,None,Yes,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Gmail,Active,None,Telegram,High,No,Good,Video,WhatsApp,No,Has Questions,Active,Positive,None,Yes,Yes,Yes,Hiring marketing executive with good comm skills and sales experience,1
None,None,Yes,Yes,No,No,None,No,None,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Gmail,Inactive,None,Telegram,Low,Yes,Average,In-Person,WhatsApp,No,Has Questions,Active,None,None,Yes,None,None,Hiring marketing executive with good comm skills and sales experience,0
Yes,None,No,Yes,None,None,None,Yes,No,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Outlook,Inactive,None,Naukri,High,Yes,Good,Phone,WhatsApp,No,Has Questions,Active,Positive,Present,Yes,No,None,Job opening in finance. CA preferred. Salary competitive,0
None,No,No,Yes,No,None,Yes,Yes,None,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Gmail,Inactive,Few,Telegram,Low,Yes,Good,Phone,Email,No,Has Questions,Inactive,Positive,Present,Yes,Yes,Yes,Frontend developer required - html css js,0
None,None,Yes,Yes,No,Yes,None,None,No,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Gmail,Inactive,Many,WhatsApp,Low,Yes,Poor,Video,Telegram,No,Has Questions,Inactive,None,None,Yes,No,Yes,Looking for software engineer with 2+ years experience in python and django,0
None,Yes,None,Yes,No,No,Yes,No,Yes,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Yahoo,Active,Many,Naukri,Low,Yes,Average,Video,Telegram,Yes,Has Questions,Inactive,None,None,No,None,None,Looking for software engineer with 2+ years experience in python and django,0
None,Yes,Yes,No,No,None,No,No,Yes,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Company Domain,Inactive,Few,Indeed,Realistic,Yes,Average,Phone,Telegram,No,Has Questions,Inactive,Positive,Present,Yes,None,No,Urgent requirement for developer. Apply now with resume,0
No,Yes,None,Yes,No,Yes,No,Yes,None,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Gmail,Active,None,LinkedIn,Realistic,Yes,Average,Video,Email,No,Has Questions,Active,Negative,None,No,No,No,Frontend developer required - html css js,1
No,No,Yes,Yes,Yes,Yes,None,Yes,No,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Gmail,Active,Few,WhatsApp,High,Yes,Average,None,Call,No,Has Questions,Active,Positive,Present,Yes,None,None,Looking for software engineer with 2+ years experience in python and django,1
None,Yes,None,Yes,Yes,No,No,None,None,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Yahoo,Active,Many,Indeed,Low,Yes,Average,In-Person,Telegram,No,Has Questions,Inactive,None,None,Yes,None,No,Frontend developer required - html css js,1
No,Yes,Yes,None,Yes,No,No,No,Yes,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Yahoo,Inactive,Many,WhatsApp,Realistic,Yes,Good,None,Telegram,Yes,Has Questions,Active,Positive,None,No,No,Yes,Urgent requirement for developer. Apply now with resume,0
Yes,None,Yes,Yes,None,None,No,None,Yes,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Outlook,Active,Many,LinkedIn,High,Yes,Poor,Phone,Email,Yes,Has Questions,Active,Negative,None,No,No,Yes,Job opening in finance. CA preferred. Salary competitive,0
Yes,None,Yes,None,None,None,Yes,Yes,None,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Yahoo,Active,Few,LinkedIn,Realistic,Yes,Poor,Phone,Call,Yes,Has Questions,Inactive,Negative,Present,Yes,No,Yes,Looking for software engineer with 2+ years experience in python and django,1
None,None,Yes,None,None,None,Yes,None,Yes,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Gmail,Active,Many,Naukri,Realistic,No,Average,Phone,WhatsApp,Yes,Has Questions,Active,Negative,None,No,No,None,Frontend developer required - html css js,1
None,No,None,None,No,None,Yes,No,None,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Company Domain,Inactive,Many,Indeed,Low,Yes,Average,In-Person,Email,Yes,Has Questions,Active,None,Present,Yes,Yes,None,Frontend developer required - html css js,0
Yes,Yes,Yes,None,Yes,No,None,None,None,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Gmail,Active,None,WhatsApp,High,No,Good,Video,Email,Yes,Has Questions,Inactive,Positive,Present,Yes,Yes,Yes,Job opening in finance. CA preferred. Salary competitive,0
No,None,Yes,None,No,None,None,Yes,Yes,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Gmail,Inactive,Few,WhatsApp,Low,No,Good,None,WhatsApp,Yes,Has Questions,Active,None,None,Yes,No,No,Hiring marketing executive with good comm skills and sales experience,0
No,Yes,None,Yes,None,Yes,None,None,None,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Company Domain,Inactive,None,WhatsApp,High,Yes,Poor,None,WhatsApp,Yes,Has Questions,Inactive,None,Present,Yes,No,None,Frontend developer required - html css js,1
No,Yes,None,No,Yes,Yes,No,No,Yes,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Outlook,Active,Many,LinkedIn,Low,No,Average,Video,Email,Yes,Has Questions,Inactive,Positive,Present,Yes,None,Yes,Frontend developer required - html css js,0
None,None,No,None,No,No,Yes,No,Yes,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Outlook,Inactive,Many,WhatsApp,High,Yes,Good,None,Call,No,Has Questions,Active,Negative,None,Yes,None,Yes,Job opening in finance. CA preferred. Salary competitive,0
No,None,None,Yes,None,None,None,None,None,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Outlook,Inactive,Few,Telegram,High,Yes,Good,None,Call,Yes,Has Questions,Inactive,Positive,None,Yes,None,No,Job opening in finance. CA preferred. Salary competitive,1
No,Yes,No,No,None,None,No,No,Yes,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Outlook,Inactive,None,Indeed,Realistic,No,Average,Video,Email,No,Has Questions,Inactive,Positive,None,No,No,Yes,Frontend developer required - html css js,0
None,Yes,No,None,Yes,No,None,Yes,No,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Outlook,Inactive,Many,Naukri,Realistic,No,Poor,Phone,WhatsApp,Yes,Has Questions,Active,None,None,No,Yes,Yes,Urgent requirement for developer. Apply now with resume,0
Yes,Yes,Yes,None,Yes,None,Yes,Yes,Yes,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Company Domain,Inactive,Few,Indeed,Low,No,Poor,Phone,Email,Yes,Has Questions,Inactive,None,Present,Yes,Yes,Yes,Job opening in finance. CA preferred. Salary competitive,0
No,None,None,Yes,None,No,None,No,No,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Company Domain,Active,Few,Telegram,Low,Yes,Good,In-Person,Email,No,Has Questions,Inactive,Positive,None,No,None,No,Job opening in finance. CA preferred. Salary competitive,0
No,Yes,Yes,None,No,Yes,No,No,None,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Gmail,Active,Few,Naukri,Realistic,No,Poor,Phone,Telegram,Yes,Has Questions,Active,Positive,None,No,No,Yes,Looking for software engineer with 2+ years experience in python and django,1
Yes,No,Yes,Yes,None,Yes,None,No,Yes,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Company Domain,Active,Many,Naukri,Low,No,Average,In-Person,WhatsApp,No,Has Questions,Inactive,Negative,None,Yes,None,Yes,Job opening in finance. CA preferred. Salary competitive,1
None,Yes,Yes,No,Yes,Yes,None,None,None,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Yahoo,Active,Many,Indeed,Low,No,Average,Video,Telegram,No,Has Questions,Active,Negative,None,Yes,Yes,Yes,Hiring marketing executive with good comm skills and sales experience,0
No,None,None,No,Yes,Yes,Yes,Yes,Yes,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Outlook,Inactive,None,Indeed,Low,Yes,Good,Phone,Email,Yes,Has Questions,Active,Positive,None,No,Yes,No,Looking for software engineer with 2+ years experience in python and django,1
No,Yes,No,Yes,None,No,No,None,No,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Outlook,Active,Few,Indeed,Low,No,Poor,None,Call,No,Has Questions,Inactive,None,None,No,No,No,Frontend developer required - html css js,0
None,None,No,Yes,None,Yes,Yes,None,Yes,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Yahoo,Inactive,Few,Telegram,Low,Yes,Poor,Video,WhatsApp,No,Has Questions,Active,None,Present,No,Yes,No,Job opening in finance. CA preferred. Salary competitive,0
None,No,Yes,No,No,Yes,Yes,Yes,None,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Outlook,Inactive,Few,Telegram,High,Yes,Poor,In-Person,Telegram,Yes,Has Questions,Inactive,Positive,None,No,No,None,Job opening in finance. CA preferred. Salary competitive,1
Yes,Yes,Yes,Yes,None,No,None,Yes,Yes,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Outlook,Active,Few,Naukri,Realistic,No,Average,Video,Telegram,Yes,Has Questions,Active,None,None,Yes,None,None,Job opening in finance. CA preferred. Salary competitive,1
None,No,No,No,No,No,No,No,No,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Outlook,Inactive,Many,Naukri,Realistic,No,Poor,In-Person,Email,No,Has Questions,Active,Positive,Present,Yes,No,None,Hiring marketing executive with good comm skills and sales experience,0
No,None,No,None,None,Yes,None,No,None,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Outlook,Inactive,Few,Naukri,Realistic,Yes,Average,Phone,WhatsApp,No,Has Questions,Inactive,Positive,None,No,No,None,Hiring marketing executive with good comm skills and sales experience,0
None,No,Yes,None,Yes,No,Yes,Yes,Yes,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Gmail,Active,Many,Telegram,Low,No,Good,In-Person,Email,Yes,Has Questions,Active,Negative,Present,Yes,Yes,Yes,Hiring marketing executive with good comm skills and sales experience,0
No,No,No,Yes,Yes,No,None,Yes,None,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Gmail,Inactive,Few,Naukri,High,No,Good,In-Person,Telegram,Yes,Has Questions,Inactive,Negative,None,Yes,None,No,Frontend developer required - html css js,1
Yes,Yes,No,No,No,Yes,No,None,No,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Yahoo,Inactive,Few,LinkedIn,Realistic,Yes,Average,None,Email,No,Has Questions,Inactive,None,Present,Yes,None,None,Job opening in finance. CA preferred. Salary competitive,1
None,None,None,No,No,None,None,None,None,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Gmail,Active,None,LinkedIn,Realistic,No,Good,Video,Telegram,Yes,Has Questions,Inactive,Negative,None,No,None,Yes,Job opening in finance. CA preferred. Salary competitive,1
Yes,Yes,No,None,No,None,None,Yes,None,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Yahoo,Inactive,Many,Indeed,Realistic,Yes,Good,Video,Telegram,No,Has Questions,Inactive,Negative,None,No,None,Yes,Frontend developer required - html css js,0
None,Yes,Yes,Yes,None,Yes,None,None,No,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Gmail,Inactive,Few,Indeed,Realistic,No,Average,None,Email,Yes,Has Questions,Active,None,None,Yes,None,None,Looking for software engineer with 2+ years experience in python and django,0
No,No,Yes,No,Yes,Yes,Yes,None,None,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Yahoo,Active,Few,Indeed,High,No,Good,Phone,WhatsApp,Yes,Has Questions,Inactive,Positive,Present,No,None,Yes,Looking for software engineer with 2+ years experience in python and django,1
None,No,No,None,No,No,Yes,No,Yes,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Outlook,Inactive,None,LinkedIn,Low,No,Average,In-Person,WhatsApp,Yes,Has Questions,Inactive,None,None,No,Yes,Yes,Urgent requirement for developer. Apply now with resume,1
